CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS,
MAESTROS,SEVILLA,PINZÓN,41000508-C.P.R. LOS GIRASOLES,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,SEVILLA,PINZÓN,41000508-C.P.R. LOS GIRASOLES,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,PINZÓN,41000508-C.P.R. LOS GIRASOLES,00597035-MÚSICA,1,
MAESTROS,SEVILLA,PINZÓN,41000508-C.P.R. LOS GIRASOLES,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,SEVILLA,PINZÓN,41000508-C.P.R. LOS GIRASOLES,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597035-MÚSICA,1,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,SEVILLA,PRUNA,41003391-C.E.I.P. LA INMACULADA,00597038-EDUCACIÓN PRIMARIA,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590006-MATEMATICAS P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590007-FISICA Y QUIMICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590011-INGLES P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590017-EDUCACION FISICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00590019-TECNOLOGIA P.E.S.,1,
MAESTROS,SEVILLA,PRUNA,41701961-I.E.S. MAESTRO JOSÉ ZAMUDIO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,SEVILLA,SALTERAS,41003832-C.E.I.P. FRANCISCA PÉREZ CERPA,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597031-EDUCACIÓN INFANTIL,6,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,SEVILLA,SALTERAS,41010794-C.E.I.P. ANTONIO RODRÍGUEZ ALMODÓVAR,00597038-EDUCACIÓN PRIMARIA,8,
MAESTROS,SEVILLA,SALTERAS,41500074-S.E.P. SALTERAS,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,SEVILLA,SALTERAS,41500074-S.E.P. SALTERAS,00597038-EDUCACIÓN PRIMARIA,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590005-GEOGRAFIA E HISTORIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590006-MATEMATICAS P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590007-FISICA Y QUIMICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590011-INGLES P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590017-EDUCACION FISICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00590019-TECNOLOGIA P.E.S.,2,
MAESTROS,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00597025-IDIOMA EXTRANJERO-INGLÉS (SECUNDARIA),1,
MAESTROS,SEVILLA,SALTERAS,41701742-I.E.S. PÉSULA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
MAESTROS,SEVILLA,SAN IGNACIO DEL VIAR,41000387-C.E.I.P. SAN IGNACIO DEL VIAR,00597031-EDUCACIÓN INFANTIL,1,
MAESTROS,SEVILLA,SAN IGNACIO DEL VIAR,41000387-C.E.I.P. SAN IGNACIO DEL VIAR,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,SEVILLA,SAN IGNACIO DEL VIAR,41000387-C.E.I.P. SAN IGNACIO DEL VIAR,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,SAN IGNACIO DEL VIAR,41000387-C.E.I.P. SAN IGNACIO DEL VIAR,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SAN IGNACIO DEL VIAR,41000387-C.E.I.P. SAN IGNACIO DEL VIAR,00597038-EDUCACIÓN PRIMARIA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597031-EDUCACIÓN INFANTIL,5,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,00597038-EDUCACIÓN PRIMARIA,5,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41001501-C.E.I.P. MAESTRO PEPE GONZÁLEZ,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,00597031-EDUCACIÓN INFANTIL,4,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,00597038-EDUCACIÓN PRIMARIA,5,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003698-C.E.I.P. MAESTRO ANTONIO RODRÍGUEZ JIMÉNEZ,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,3,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003704-C.E.I.P. JÚPITER,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003731-C.E.I.P. LA PAZ,00597038-EDUCACIÓN PRIMARIA,9,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590001-FILOSOFIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590005-GEOGRAFIA E HISTORIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590006-MATEMATICAS P.E.S.,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590007-FISICA Y QUIMICA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590010-FRANCES P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590011-INGLES P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590019-TECNOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590061-ECONOMIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590107-INFORMATICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00591203-ESTETICA P.T.F.P.,3,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,11590009-DIBUJO (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003741-I.E.S. MIGUEL DE MAÑARA,11590017-EDUCACION FISICA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590001-FILOSOFIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,8,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590005-GEOGRAFIA E HISTORIA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590006-MATEMATICAS P.E.S.,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590007-FISICA Y QUIMICA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590009-DIBUJO P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590010-FRANCES P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590011-INGLES P.E.S.,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590017-EDUCACION FISICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590019-TECNOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590061-ECONOMIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590107-INFORMATICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590111-ORG. Y PROCESOS MANTEN. VEHICULOS P.E.S.,9,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590124-SISTEMAS ELECTRONICOS P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00591202-EQUIPOS ELECTRONICOS P.T.F.P.,4,
PROFESORES TEC. DE FORMACION PROFESIONAL,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00591209-MANTENIMIENTO DE VEHICULOS P.T.F.P.,18,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590001-FILOSOFIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590006-MATEMATICAS (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,SEVILLA,SAN JOSÉ DE LA RINCONADA,41003765-I.E.S. SAN JOSÉ DE LA RINCONADA,11590124-SIST.ELECTRONICOS (INGLES) P.E.S.,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597034-EDUCACIÓN FÍSICA,2,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597035-MÚSICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,00597038-EDUCACIÓN PRIMARIA,5,
MAESTROS,SEVILLA,SAN JOSÉ DE LA RINCONADA,41009500-C.E.I.P. NTRA. SRA. DEL PATROCINIO,11597031-EDUCACIÓN INFANTIL - BILINGÜE INGLÉS,1,
