CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005548-C.E.I.P. PRINCESA SOFÍA,00597038-EDUCACIÓN PRIMARIA,8,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005548-C.E.I.P. PRINCESA SOFÍA,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005548-C.E.I.P. PRINCESA SOFÍA,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005548-C.E.I.P. PRINCESA SOFÍA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590001-FILOSOFIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590003-LATIN P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,8,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590005-GEOGRAFIA E HISTORIA P.E.S.,8,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590006-MATEMATICAS P.E.S.,8,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590007-FISICA Y QUIMICA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590009-DIBUJO P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590010-FRANCES P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590011-INGLES P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590017-EDUCACION FISICA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590019-TECNOLOGIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00590061-ECONOMIA P.E.S.,3,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005551-I.E.S. FRANCISCO PACHECO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005573-R.E. EL PICACHO,00591025-ACTIVIDADES (CEIS) P.T.F.P.,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597APO-APOYO COMPENSACION,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005603-C.E.I.P. MAESTRA RAFAELA ZÁRATE,00597038-EDUCACIÓN PRIMARIA,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590001-FILOSOFIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590005-GEOGRAFIA E HISTORIA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590006-MATEMATICAS P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590007-FISICA Y QUIMICA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590011-INGLES P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590017-EDUCACION FISICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590019-TECNOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590061-ECONOMIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590102-ANALISIS Y QUIMICA INDUSTRIAL P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590107-INFORMATICA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590111-ORG. Y PROCESOS MANTEN. VEHICULOS P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590124-SISTEMAS ELECTRONICOS P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590125-SIST. ELECTROTECNICOS Y AUTOM. P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591202-EQUIPOS ELECTRONICOS P.T.F.P.,2,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591206-INSTALACIONES ELECTROTECNICAS P.T.F.P.,4,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591208-LABORATORIO P.T.F.P.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591209-MANTENIMIENTO DE VEHICULOS P.T.F.P.,5,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591222-PROC. GESTION ADMINISTRATIVA P.T.F.P.,6,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,4,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00597APO-APOYO COMPENSACION,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00597024-LENGUA CASTELLANA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00597026-IDIOMA EXTRANJERO-FRANCÉS (SECUNDARIA),1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11005639-I.E.S. DOÑANA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11006796-C.E.I.P. BLAS INFANTE,00597038-EDUCACIÓN PRIMARIA,9,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007171-C.E.I.P. MAESTRO JOSÉ SABIO,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007259-C.E.I.P. EL PICACHO,00597038-EDUCACIÓN PRIMARIA,5,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007326-C.E.I.P. EL PINO,00597038-EDUCACIÓN PRIMARIA,9,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590005-GEOGRAFIA E HISTORIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590006-MATEMATICAS P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590007-FISICA Y QUIMICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590011-INGLES P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590017-EDUCACION FISICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590019-TECNOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590106-HOSTELERIA Y TURISMO P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590113-ORG. Y PROY. SISTEMAS ENERGETICOS P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00590125-SIST. ELECTROTECNICOS Y AUTOM. P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00591201-COCINA Y PASTELERIA P.T.F.P.,5,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00591226-SERVICIOS DE RESTAURACION P.T.F.P.,4,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00597APO-APOYO COMPENSACION,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11007685-I.E.S. EL PICACHO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11020173-E.O.E. SANLÚCAR DE BARRAMEDA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,4,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11020173-E.O.E. SANLÚCAR DE BARRAMEDA,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11500213-C.E.PER. MARDELEVA,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11500213-C.E.PER. MARDELEVA,00597038-EDUCACIÓN PRIMARIA,9,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597031-EDUCACIÓN INFANTIL,3,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597035-MÚSICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603609-C.E.I.P. VISTA ALEGRE,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,00597038-EDUCACIÓN PRIMARIA,5,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,CÁDIZ,SANLÚCAR DE BARRAMEDA,11603634-C.E.I.P. LA DEHESILLA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590001-FILOSOFIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590005-GEOGRAFIA E HISTORIA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590006-MATEMATICAS P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590007-FISICA Y QUIMICA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590011-INGLES P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590017-EDUCACION FISICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590019-TECNOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590061-ECONOMIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590117-PROC. DIAG. CLIN. Y PROD. ORTOPR. P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590118-PROCESOS SANITARIOS P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00591216-OPERAC. Y EQUIPOS PROD. AGRARIA P.T.F.P.,2,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00591219-PROC.DIAG.CLIN. Y ORTOPROTESIC. P.T.F.P.,2,
PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,SANLÚCAR DE BARRAMEDA,11700196-I.E.S. CRISTÓBAL COLÓN,00591220-PROC.SANITARIOS Y ASISTENCIALES P.T.F.P.,3,
